sco_cnty	area_name	area_type	cnty_unit	g_unit	page_number	row_number	occup_level	order_number	suborder_number	occupation	m_tot	m_10_13	m_14	m_15	m_16	m_17	m_18_19	m_20_24	m_25_44	m_45_64	m_65_69	m_70_up	m_age_ns	m_at_home	m_employer	m_employee	m_self	m_other	f_tot	f_10_13	f_14	f_15	f_16	f_17	f_18_19	f_20_24	f_25_44	f_45_64	f_65_69	f_70_up	f_age_ns	f_at_home	f_employer	f_employee	f_self	f_other	rec_num
LANARK	GOVAN	Burgh	10204859	10359806	1473	184	3	10	3	"143. Erectors, Fitters, Turners"	1235	0	4	9	44	52	123	221	484	262	28	8	0		2	1185	0	48																			11516
LANARK	GOVAN	Burgh	10204859	10359806	1473	185	3	10	3	144. Brass Finishers	193	0	2	4	5	6	16	25	87	39	6	3	0		0	183	0	10	2	0	0	0	0	0	1	0	1	0	0	0	0		0	2	0	0	11517
LANARK	GOVAN	Burgh	10204859	10359806	1473	186	3	10	3	145. Coppersmiths	97	0	0	1	3	4	12	19	40	17	1	0	0		1	94	0	2																			11518
LANARK	GOVAN	Burgh	10204859	10359806	1473	187	3	10	3	146. Metal Machinists	266	0	1	1	3	9	11	24	123	87	7	0	0		0	258	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0	11519
LANARK	GOVAN	Burgh	10204859	10359806	1473	188	3	10	3	147. Labourers in Engineering Works	204	0	0	4	1	4	10	36	95	46	6	2	0		0	195	0	9																			11520
LANARK	GOVAN	Burgh	10204859	10359806	1473	189	3	10	3	148. Boiler Makers	1033	0	5	11	26	29	62	167	436	272	16	9	0		1	985	0	47																			11521
LANARK	GOVAN	Burgh	10204859	10359806	1473	190	3	10	3	149. Other or undefined Workers in Engine and Machine Making	905	0	10	23	37	43	83	191	348	150	13	7	0		7	855	3	40	15	0	0	0	2	2	3	4	3	1	0	0	0		0	13	0	2	11522
LANARK	GOVAN	Burgh	10204859	10359806	1473	194	3	10	4	152. Other Electrical Apparatus Makers ; Electric Fitters ; Electricians (undefined)	188	0	0	3	6	15	18	38	94	12	1	1	0		4	174	1	9																			11523
LANARK	GOVAN	Burgh	10204859	10359806	1474	196	3	10	5	153. Tool Makers	37	0	0	1	0	1	1	2	22	9	1	0	0		0	36	0	1																			11524
LANARK	GOVAN	Burgh	10204859	10359806	1474	197	3	10	5	154. File Makers	4	0	0	0	0	0	0	0	2	1	1	0	0		0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0		0	1	0	0	11525
LANARK	GOVAN	Burgh	10204859	10359806	1474	198	3	10	5	155. Saw Makers	4	0	0	0	0	0	0	0	1	1	1	1	0		0	3	0	1																			11526
LANARK	GOVAN	Burgh	10204859	10359806	1474	199	3	10	5	156. Cutlers ; Scissors Makers	2	0	0	0	0	0	0	0	2	0	0	0	0		0	1	1	0																			11527
LANARK	GOVAN	Burgh	10204859	10359806	1474	204	3	10	6	"160. Type - Cutters, Founders"	2	0	0	0	0	0	0	0	1	0	0	1	0		0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	11528
LANARK	GOVAN	Burgh	10204859	10359806	1474	207	3	10	7	"162. Gunsmiths, Gun Manufacturers"	8	0	0	0	0	0	0	1	7	0	0	0	0		0	8	0	0																			11529
LANARK	GOVAN	Burgh	10204859	10359806	1474	210	3	10	8	164. Nail Manufacture	5	0	0	0	0	0	0	1	4	0	0	0	0		0	5	0	0	9	0	0	1	1	3	3	1	0	0	0	0	0		0	9	0	0	11530
LANARK	GOVAN	Burgh	10204859	10359806	1474	211	3	10	8	"165. Bolt, Nut, Rivet, Screw, Staple - Makers"	41	0	1	2	1	0	0	3	27	6	1	0	0		2	38	0	1	33	0	0	2	1	3	10	12	5	0	0	0	0		0	32	0	1	11531
LANARK	GOVAN	Burgh	10204859	10359806	1474	212	3	10	8	"166. Anchor, Chain - Manufacture"	10	0	0	0	0	0	0	1	3	6	0	0	0		0	10	0	0																			11532
LANARK	GOVAN	Burgh	10204859	10359806	1474	213	3	10	8	"167. Stove, Grate, Range, Fire Iron - Makers"	10	0	0	0	0	0	0	0	9	1	0	0	0		0	9	1	0																			11533
LANARK	GOVAN	Burgh	10204859	10359806	1474	214	3	10	8	"168. Wire - Drawers, Makers, Workers, Weavers"	44	0	1	1	1	0	2	4	24	11	0	0	0		0	43	1	0	136	0	6	23	22	15	30	29	11	0	0	0	0		0	128	0	8	11534
LANARK	GOVAN	Burgh	10204859	10359806	1474	215	3	10	8	"169. White Metal, Plated - Ware Manufacturers ; Pewterers"	2	0	0	0	0	0	0	0	2	0	0	0	0		0	2	0	0																			11535
LANARK	GOVAN	Burgh	10204859	10359806	1474	216	3	10	8	170. Tinplate Goods Makers	123	0	3	7	5	10	15	19	46	17	1	0	0		3	117	0	3	28	0	0	3	5	3	7	6	4	0	0	0	0		0	24	0	4	11536
LANARK	GOVAN	Burgh	10204859	10359806	1474	217	3	10	8	171. Copper Workers	2	0	0	0	0	0	1	0	1	0	0	0	0		0	2	0	0																			11537
LANARK	GOVAN	Burgh	10204859	10359806	1474	218	3	10	8	172. Leaden Goods Makers	8	0	0	0	0	0	1	1	3	3	0	0	0		0	8	0	0																			11538
LANARK	GOVAN	Burgh	10204859	10359806	1474	219	3	10	8	173. Zinc Workers	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			11539
LANARK	GOVAN	Burgh	10204859	10359806	1474	220	3	10	8	"174. Brass, Bronze - Workers"	6	0	0	0	0	1	0	1	3	1	0	0	0		0	6	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0		0	3	0	0	11540
LANARK	GOVAN	Burgh	10204859	10359806	1474	221	3	10	8	175. Other Iron Goods Makers ; Iron Workers (undefined)	67	0	1	0	0	3	4	8	39	11	1	0	0		1	64	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0	11541
LANARK	GOVAN	Burgh	10204859	10359806	1474	222	3	10	8	176. Other Metal Workers	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	11542
LANARK	GOVAN	Burgh	10204859	10359806	1474	224	3	10	9	"177. Ship - Platers, Rivetters, &c."	3153	0	49	90	90	107	205	547	1405	593	52	15	0		2	2985	0	166																			11543
LANARK	GOVAN	Burgh	10204859	10359806	1474	225	3	10	9	178. Ship - Other Workers in Iron	816	0	0	13	24	24	54	132	388	159	12	10	0		1	763	0	52																			11544
LANARK	GOVAN	Burgh	10204859	10359806	1474	226	3	10	9	179. Shipwrights	1304	0	4	18	36	33	62	177	529	360	53	32	0		3	1239	0	62																			11545
LANARK	GOVAN	Burgh	10204859	10359806	1474	227	3	10	9	180. Ship - Other Workers in Wood	281	0	3	5	14	6	25	42	94	79	10	3	0		0	251	0	30																			11546
LANARK	GOVAN	Burgh	10204859	10359806	1474	228	3	10	9	181. Ship Painters ; Shipyard Labourers (undefined) ; Others in Ship and Boat Building	2733	1	30	51	66	74	156	414	1292	556	70	23	0		6	2524	4	199	48	0	0	1	4	2	10	13	15	2	1	0	0		0	45	0	3	11547
LANARK	GOVAN	Burgh	10204859	10359806	1474	230	3	10	10	"182. Railway - Coach, Wagon Makers"	37	0	0	1	0	1	1	4	16	9	5	0	0		0	35	0	2																			11548
LANARK	GOVAN	Burgh	10204859	10359806	1474	231	3	10	10	183. Cycle Makers	4	0	0	0	0	0	1	0	2	1	0	0	0		1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	11549
LANARK	GOVAN	Burgh	10204859	10359806	1474	232	3	10	10	184. Motor Car Makers	16	0	0	0	0	0	0	2	7	6	1	0	0		0	15	1	0																			11550
LANARK	GOVAN	Burgh	10204859	10359806	1474	233	3	10	10	"185. Coach, Carriage - Makers"	21	0	0	0	0	1	0	0	15	4	0	1	0		3	18	0	0																			11551
LANARK	GOVAN	Burgh	10204859	10359806	1474	234	3	10	10	186. Wheelwrights	2	0	0	0	0	0	0	0	1	1	0	0	0		0	2	0	0																			11552
LANARK	GOVAN	Burgh	10204859	10359806	1474	235	3	10	10	187. Others in Construction of Vehicles	15	0	0	0	0	1	0	0	12	2	0	0	0		0	14	0	1																			11553
LANARK	GOVAN	Burgh	10204859	10359806	1474	237	3	10	11	"188. Ironmongers ; Hardware - Dealers, Merchants"	65	0	0	5	0	2	2	4	32	17	2	1	0	1	21	36	8	0	64	0	5	3	4	7	8	15	10	9	1	2	0		2	47	13	2	11554
LANARK	GOVAN	Burgh	10204859	10359806	1474	238	3	10	11	"189. Other Dealers in Metals, Machines, &c."	10	0	1	0	0	0	0	1	4	4	0	0	0		1	7	2	0	4	0	0	0	0	0	1	2	1	0	0	0	0		0	4	0	0	11555
LANARK	GOVAN	Burgh	10204859	10359806	1474	241	3	11	1	"190. Goldsmiths, Silversmiths, Jewellers"	13	0	0	0	0	0	0	1	6	3	2	1	0		3	8	1	1	5	0	0	0	0	0	2	1	1	1	0	0	0		1	4	0	0	11556
LANARK	GOVAN	Burgh	10204859	10359806	1475	244	3	11	2	"192. Watchmakers, Clockmakers"	20	0	0	2	1	0	0	5	8	4	0	0	0		2	15	3	0																			11557
LANARK	GOVAN	Burgh	10204859	10359806	1475	245	3	11	2	193. Scientific Instrument Makers ; Opticians ; Photographic Apparatus Makers	39	0	0	0	1	2	3	4	22	7	0	0	0		2	36	0	1																			11558
LANARK	GOVAN	Burgh	10204859	10359806	1475	246	3	11	2	194. Weighing and Measuring Apparatus Makers	16	0	0	0	2	1	3	3	7	0	0	0	0		1	15	0	0																			11559
LANARK	GOVAN	Burgh	10204859	10359806	1475	247	3	11	2	195. Surgical and Dental Instrument and Apparatus Makers	3	0	0	0	0	0	1	1	1	0	0	0	0		1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	11560
LANARK	GOVAN	Burgh	10204859	10359806	1475	249	3	11	3	"196. Piano, Organ - Makers"	8	0	0	0	1	0	0	1	6	0	0	0	0	1	0	7	1	0																			11561
LANARK	GOVAN	Burgh	10204859	10359806	1475	252	3	11	4	"198. Fishing Tackle, Toy, Game Apparatus - Makers"	24	0	1	0	2	0	2	3	16	0	0	0	0		1	21	0	2	60	0	6	0	10	5	10	20	8	1	0	0	0		0	58	0	2	11562
LANARK	GOVAN	Burgh	10204859	10359806	1475	254	3	11	5	"199. Dealers in Precious Metals, Jewellery, and Watches"	8	0	0	0	0	0	1	2	3	2	0	0	0		2	5	1	0	4	0	0	0	0	1	1	1	0	1	0	0	0		0	4	0	0	11563
LANARK	GOVAN	Burgh	10204859	10359806	1475	255	3	11	5	"200. Dealers in Instruments, Toys, &c."	2	0	0	0	0	0	0	0	2	0	0	0	0		0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0		0	2	0	0	11564
LANARK	GOVAN	Burgh	10204859	10359806	1475	258	3	12	1	"201. Architectural, Monumental - Carvers, Sculptors, Masons"	5	0	0	0	0	0	1	2	1	1	0	0	0		0	5	0	0																			11565
LANARK	GOVAN	Burgh	10204859	10359806	1475	259	3	12	1	202. Builders	23	0	0	1	0	0	1	2	11	5	2	1	0		8	14	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0		1	0	0	0	11566
LANARK	GOVAN	Burgh	10204859	10359806	1475	260	3	12	1	203. Builders' Labourers	7	0	0	0	0	0	0	0	5	2	0	0	0		0	6	0	1																			11567
LANARK	GOVAN	Burgh	10204859	10359806	1475	261	3	12	1	"204. Carpenters, Joiners"	506	0	3	8	12	12	16	64	206	164	10	10	1		12	473	4	17	1	0	0	0	0	0	0	0	1	0	0	0	0		1	0	0	0	11568
LANARK	GOVAN	Burgh	10204859	10359806	1475	262	3	12	1	"205. Carpenters', Joiners' - Labourers"	18	0	0	1	0	2	0	0	10	5	0	0	0		0	16	0	2																			11569
LANARK	GOVAN	Burgh	10204859	10359806	1475	263	3	12	1	206. Bricklayers	45	0	0	0	0	1	1	7	26	9	1	0	0		1	42	0	2																			11570
LANARK	GOVAN	Burgh	10204859	10359806	1475	264	3	12	1	207. Bricklayers' Labourers	15	0	0	0	0	1	0	1	11	2	0	0	0		0	14	0	1																			11571
LANARK	GOVAN	Burgh	10204859	10359806	1475	265	3	12	1	208. Masons	127	0	0	0	1	1	0	4	76	42	3	0	0		2	123	0	2																			11572
LANARK	GOVAN	Burgh	10204859	10359806	1475	266	3	12	1	209. Masons' Labourers	52	0	0	0	0	0	0	2	34	15	0	1	0		0	50	0	2																			11573
LANARK	GOVAN	Burgh	10204859	10359806	1475	267	3	12	1	"210. Slaters, Tilers"	55	0	0	0	1	2	0	5	27	17	2	1	0		6	47	1	1																			11574
LANARK	GOVAN	Burgh	10204859	10359806	1475	268	3	12	1	211. Plasterers	45	0	0	0	0	0	3	4	24	14	0	0	0		2	42	1	0																			11575
LANARK	GOVAN	Burgh	10204859	10359806	1475	269	3	12	1	212. Plasterers' Labourers	11	0	0	0	1	1	0	3	5	1	0	0	0		0	10	0	1																			11576
LANARK	GOVAN	Burgh	10204859	10359806	1475	270	3	12	1	"213. Painters, Paperhangers, Decorators"	285	0	8	9	10	6	15	41	130	58	6	2	0		14	257	4	10																			11577
LANARK	GOVAN	Burgh	10204859	10359806	1475	271	3	12	1	214. Glaziers	11	0	0	0	0	0	0	2	7	2	0	0	0		0	11	0	0																			11578
LANARK	GOVAN	Burgh	10204859	10359806	1475	272	3	12	1	"215. Plumbers, Gasfitters"	251	0	1	6	10	13	21	43	103	48	4	2	0		14	232	3	2																			11579
LANARK	GOVAN	Burgh	10204859	10359806	1475	275	3	12	2	"217. Railway, Canal, Harbour, &c. - Contractors"	2	0	0	0	0	0	0	0	2	0	0	0	0		0	1	0	1																			11580
LANARK	GOVAN	Burgh	10204859	10359806	1475	276	3	12	2	"218. Navvies ; Railway, &c., Contractors' Labourers"	32	0	0	0	1	0	0	4	15	10	0	2	0		0	32	0	0																			11581
LANARK	GOVAN	Burgh	10204859	10359806	1475	277	3	12	2	"219. Well, Mine - Sinkers, Borers"	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			11582
LANARK	GOVAN	Burgh	10204859	10359806	1475	279	3	12	2	221. Paviours ; Road Labourers	42	0	0	0	0	0	0	2	22	12	4	2	0		0	42	0	0																			11583
LANARK	GOVAN	Burgh	10204859	10359806	1475	282	3	13	1	222. Cabinet Makers	144	0	0	5	5	3	6	18	60	42	3	2	0		2	132	6	4	4	0	1	0	0	0	1	1	1	0	0	0	0		0	4	0	0	11584
LANARK	GOVAN	Burgh	10204859	10359806	1475	283	3	13	1	223. French Polishers	48	0	1	3	3	0	4	5	26	6	0	0	0		1	43	0	4	93	0	2	3	5	4	16	28	34	1	0	0	0		0	83	0	10	11585
LANARK	GOVAN	Burgh	10204859	10359806	1475	284	3	13	1	224. Upholsterers	39	0	1	0	0	2	1	4	24	6	0	1	0		3	34	2	0	21	0	0	2	2	1	1	1	9	4	1	0	0		0	20	0	1	11586
LANARK	GOVAN	Burgh	10204859	10359806	1475	285	3	13	1	225. House and Shop Fittings Makers	11	0	0	0	0	0	0	1	9	1	0	0	0		2	8	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	11587
LANARK	GOVAN	Burgh	10204859	10359806	1475	286	3	13	1	226. Undertakers ; Funeral Furniture Makers	10	0	0	0	0	0	0	2	5	3	0	0	0		0	8	2	0																			11588
LANARK	GOVAN	Burgh	10204859	10359806	1475	287	3	13	1	227. Wood Carvers ; Carvers and Gilders	13	0	0	0	2	0	0	0	7	3	0	1	0		1	11	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	11589
LANARK	GOVAN	Burgh	10204859	10359806	1475	288	3	13	1	"228. Willow, Cane, Rush - Workers ; Basket Makers"	5	0	0	0	0	0	1	1	2	1	0	0	0		0	5	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0		0	3	0	0	11590
LANARK	GOVAN	Burgh	10204859	10359806	1475	289	3	13	1	229. Dealers in Works of Art	1	0	0	0	0	0	0	0	0	1	0	0	0		1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	11591
LANARK	GOVAN	Burgh	10204859	10359806	1475	290	3	13	1	"230. Furniture, &c., Dealers"	29	0	1	0	0	1	1	3	17	5	1	0	0	1	6	18	4	1	7	0	0	0	1	0	3	2	0	1	0	0	0		0	6	1	0	11592
LANARK	GOVAN	Burgh	10204859	10359806	1475	292	3	13	2	231. Sawyers ; Wood Cutting Machinists	257	0	9	19	11	11	18	27	109	49	4	0	0		1	245	2	9																			11593
LANARK	GOVAN	Burgh	10204859	10359806	1475	293	3	13	2	"232. Lath, Wooden Fence, Hurdle - Makers"	2	0	0	0	0	0	0	0	0	0	0	2	0		0	2	0	0																			11594
LANARK	GOVAN	Burgh	10204859	10359806	1475	294	3	13	2	233. Wood Turners	11	0	0	0	0	0	0	1	6	3	0	1	0		0	9	0	2																			11595
LANARK	GOVAN	Burgh	10204859	10359806	1475	295	3	13	2	"234. Wooden Box, Packing Case - Makers"	45	0	0	4	4	0	5	8	17	7	0	0	0		0	44	0	1	26	0	1	4	2	7	5	5	2	0	0	0	0		0	23	1	2	11596
LANARK	GOVAN	Burgh	10204859	10359806	1475	296	3	13	2	"235. Coopers ; Hoop - Makers, Benders"	49	0	3	0	1	0	3	2	25	13	2	0	0		1	44	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	11597
LANARK	GOVAN	Burgh	10204859	10359806	1475	297	3	13	2	"236. Cork, Bark - Cutters, Workers"	8	0	0	0	0	1	0	1	3	2	1	0	0		0	8	0	0	7	0	0	1	0	1	0	4	1	0	0	0	0		0	7	0	0	11598
LANARK	GOVAN	Burgh	10204859	10359806	1475	298	3	13	2	237. Other Workers in Wood	44	0	0	3	3	4	0	5	17	10	2	0	0		3	38	0	3	11	0	0	1	1	0	1	2	6	0	0	0	0		0	10	0	1	11599
LANARK	GOVAN	Burgh	10204859	10359806	1475	299	3	13	2	"238. Timber, Wood, Cork, Bark - Merchants, Dealers"	24	0	0	0	1	0	2	2	12	7	0	0	0		10	10	1	3																			11600
LANARK	GOVAN	Burgh	10204859	10359806	1476	302	3	14	1	"239. Brick, Plain Tile, Terra-Cotta - Makers"	12	0	0	0	0	0	0	0	4	4	2	2	0		3	8	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0	11601
LANARK	GOVAN	Burgh	10204859	10359806	1476	303	3	14	1	"240. Plaster, Cement - Manufacture"	4	0	0	0	0	0	0	0	3	1	0	0	0		0	4	0	0																			11602
LANARK	GOVAN	Burgh	10204859	10359806	1476	304	3	14	1	"241. Earthenware, China, Porcelain - Manufacture"	7	0	0	0	0	0	1	0	3	2	1	0	0		0	6	0	1	6	0	1	0	0	0	0	2	1	0	2	0	0		0	5	0	1	11603
LANARK	GOVAN	Burgh	10204859	10359806	1476	305	3	14	1	"242. Sheet, Plate - Glass Manufacture"	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			11604
LANARK	GOVAN	Burgh	10204859	10359806	1476	306	3	14	1	243. Glass Bottle Manufacture																			2	0	0	0	0	0	0	2	0	0	0	0	0		0	2	0	0	11605
LANARK	GOVAN	Burgh	10204859	10359806	1476	307	3	14	1	244. Other Workers in Glass Manufacture	4	0	0	0	0	0	0	1	2	1	0	0	0		0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	11606
LANARK	GOVAN	Burgh	10204859	10359806	1476	308	3	14	1	"245. Brick, Cement - Dealers"	3	0	0	0	0	0	0	1	0	2	0	0	0		1	2	0	0																			11607
LANARK	GOVAN	Burgh	10204859	10359806	1476	309	3	14	1	"246. Earthenware, China, Glass - Dealers"	6	0	0	0	0	0	1	0	3	1	1	0	0		2	3	1	0	10	0	0	0	1	0	1	1	3	3	1	0	0		1	7	1	1	11608
LANARK	GOVAN	Burgh	10204859	10359806	1476	312	3	15	1	"247. Dye, Paint, Ink, Blacking - Manufacture"	14	0	0	0	0	2	1	0	8	3	0	0	0		2	12	0	0	3	0	0	0	0	0	0	0	1	1	1	0	0		0	3	0	0	11609
LANARK	GOVAN	Burgh	10204859	10359806	1476	315	3	15	2	"249. Cartridge, Fireworks, Explosive Article - Manufacture"	2	0	0	0	0	0	0	0	1	1	0	0	0		0	2	0	0																			11610
LANARK	GOVAN	Burgh	10204859	10359806	1476	319	3	15	3	252. Manufacturing Chemists	23	0	0	0	0	0	0	5	13	5	0	0	0		2	20	0	1	85	0	2	11	5	3	11	26	24	3	0	0	0		0	82	0	3	11611
LANARK	GOVAN	Burgh	10204859	10359806	1476	321	3	15	3	"254. Chemists, Druggists"	52	0	1	0	1	2	4	7	21	15	1	0	0		15	30	3	4	30	0	0	1	3	3	6	7	10	0	0	0	0		0	25	0	5	11612
LANARK	GOVAN	Burgh	10204859	10359806	1476	324	3	15	4	256. Other Oil Workers ; Oil Cake Makers	12	0	0	0	0	1	2	1	7	0	0	1	0		0	12	0	0	5	0	1	0	0	0	0	1	2	1	0	0	0		0	5	0	0	11613
LANARK	GOVAN	Burgh	10204859	10359806	1476	325	3	15	4	"257. Candle, Grease - Manufacture"	9	0	0	0	1	0	0	1	3	4	0	0	0		1	8	0	0	11	0	0	0	1	1	3	6	0	0	0	0	0		0	10	0	1	11614
LANARK	GOVAN	Burgh	10204859	10359806	1476	326	3	15	4	"258. Soap - Boilers, Makers"	3	0	0	0	0	0	0	0	3	0	0	0	0		0	2	0	1	4	0	1	0	0	0	0	1	2	0	0	0	0		0	4	0	0	11615
LANARK	GOVAN	Burgh	10204859	10359806	1476	328	3	15	4	"260. India Rubber, Gutta Percha - Workers"	9	0	0	0	0	1	0	2	5	1	0	0	0		0	9	0	0	11	0	0	1	1	1	1	3	4	0	0	0	0		0	11	0	0	11616
LANARK	GOVAN	Burgh	10204859	10359806	1476	329	3	15	4	261. Waterproof Goods Makers	24	0	0	1	1	0	1	2	10	9	0	0	0		1	23	0	0	35	0	0	2	2	8	7	7	8	1	0	0	0		0	32	0	3	11617
LANARK	GOVAN	Burgh	10204859	10359806	1476	330	3	15	4	"262. Glue, Size, Varnish, &c. - Makers"																			1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	11618
LANARK	GOVAN	Burgh	10204859	10359806	1476	331	3	15	4	"263. Dealers in Paint, Explosives, Oil, Soap, Resin, &c."	17	0	0	0	0	0	1	0	7	8	0	1	0		9	5	3	0	6	0	1	0	0	0	0	3	2	0	0	0	0		0	6	0	0	11619
LANARK	GOVAN	Burgh	10204859	10359806	1476	334	3	16	1	"264. Furriers, Skinners"																			2	0	0	0	0	0	2	0	0	0	0	0	0		0	2	0	0	11620
LANARK	GOVAN	Burgh	10204859	10359806	1476	335	3	16	1	265. Tanners	17	0	1	1	1	0	2	0	6	6	0	0	0		0	17	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0		0	2	0	0	11621
LANARK	GOVAN	Burgh	10204859	10359806	1476	336	3	16	1	266. Curriers	10	0	0	0	0	0	1	1	3	4	1	0	0		0	10	0	0																			11622
LANARK	GOVAN	Burgh	10204859	10359806	1476	337	3	16	1	"267. Leather Goods, Portmanteau, Bag, Strap, &c., Makers"	10	0	0	1	0	0	1	0	7	1	0	0	0		0	9	0	1	7	0	0	0	3	0	2	2	0	0	0	0	0		0	5	0	2	11623
LANARK	GOVAN	Burgh	10204859	10359806	1476	339	3	16	2	"268. Saddlers ; Harness, Whip - Makers"	5	0	0	0	0	0	0	0	4	1	0	0	0		1	4	0	0																			11624
LANARK	GOVAN	Burgh	10204859	10359806	1476	341	3	16	3	"269. Brush, Broom - Makers ; Hair, Bristle - Workers"	39	0	0	0	1	1	6	6	16	8	1	0	0		1	35	0	3	53	0	0	6	5	7	5	15	11	3	1	0	0		0	52	0	1	11625
LANARK	GOVAN	Burgh	10204859	10359806	1476	344	3	16	4	"271. Dealers in Skins, Leather, Hair, and Feathers"	3	0	0	0	0	0	0	1	2	0	0	0	0		0	3	0	0																			11626
LANARK	GOVAN	Burgh	10204859	10359806	1476	347	3	17	1	272. Paper Manufacture	2	0	0	0	0	0	0	1	1	0	0	0	0		0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	11627
LANARK	GOVAN	Burgh	10204859	10359806	1476	349	3	17	1	274. Stationery Manufacture ; Envelope Makers	6	0	0	0	0	0	1	0	3	2	0	0	0		1	5	0	0	7	0	0	1	0	1	2	2	1	0	0	0	0		0	7	0	0	11628
LANARK	GOVAN	Burgh	10204859	10359806	1476	350	3	17	1	"275. Paper Bag, Cardboard Box - Makers"	10	0	0	2	0	2	1	2	2	1	0	0	0		0	10	0	0	115	0	4	5	13	7	17	37	32	0	0	0	0		0	108	0	7	11629
LANARK	GOVAN	Burgh	10204859	10359806	1476	351	3	17	1	"276. Other Workers in Paper, &c."	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	11630
LANARK	GOVAN	Burgh	10204859	10359806	1476	352	3	17	1	"277. Stationers, Law Stationers ; Dealers in Paper"	23	0	0	0	1	0	2	2	13	3	2	0	0		9	11	2	1	46	0	1	4	0	3	4	10	20	4	0	0	0		4	32	9	1	11631
LANARK	GOVAN	Burgh	10204859	10359806	1477	354	3	17	2	278. Printers	139	0	1	4	4	5	10	17	65	29	3	1	0		6	126	0	7	85	0	9	8	14	11	11	24	7	0	1	0	0		1	78	0	6	11632
LANARK	GOVAN	Burgh	10204859	10359806	1477	355	3	17	2	279. Lithographers ; Copper and Steel Plate Printers	14	0	0	0	0	0	5	1	4	4	0	0	0		0	11	1	2	15	0	1	0	2	0	4	6	2	0	0	0	0		0	13	0	2	11633
LANARK	GOVAN	Burgh	10204859	10359806	1477	356	3	17	2	280. Bookbinders	12	0	0	0	0	0	1	3	4	3	1	0	0		0	12	0	0	74	0	4	6	4	11	13	25	10	1	0	0	0		0	73	0	1	11634
LANARK	GOVAN	Burgh	10204859	10359806	1477	357	3	17	2	"281. Publishers, Booksellers, Newspaper Publishers"	4	0	0	0	0	0	0	3	1	0	0	0	0		0	2	1	1	8	0	1	1	1	1	0	1	3	0	0	0	0	1	0	6	0	2	11635
LANARK	GOVAN	Burgh	10204859	10359806	1477	358	3	17	2	"282. Newspaper Agents, News Room Keepers"	7	0	0	2	1	0	0	0	1	3	0	0	0		2	4	1	0	23	0	0	1	1	1	3	8	6	2	1	0	0		2	16	5	0	11636
LANARK	GOVAN	Burgh	10204859	10359806	1477	361	3	18	1	283. Cotton - Card and Blowing Room Processes																			1	0	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0	11637
LANARK	GOVAN	Burgh	10204859	10359806	1477	362	3	18	1	284. Cotton - Spinning Processes																			40	0	5	5	6	3	11	6	2	2	0	0	0		0	40	0	0	11638
LANARK	GOVAN	Burgh	10204859	10359806	1477	363	3	18	1	"285. Cotton - Winding, Warping, &c., Processes"	2	0	0	0	0	0	0	0	2	0	0	0	0		0	2	0	0	11	0	0	0	2	3	2	4	0	0	0	0	0		0	11	0	0	11639
LANARK	GOVAN	Burgh	10204859	10359806	1477	364	3	18	1	286. Cotton - Weaving Processes	4	0	0	0	0	0	2	0	0	2	0	0	0		0	4	0	0	25	0	0	2	4	1	1	7	7	2	1	0	0		0	22	0	3	11640
LANARK	GOVAN	Burgh	10204859	10359806	1477	365	3	18	1	287. Cotton - Workers in other and in undefined Processes	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0	11	0	0	2	3	2	1	3	0	0	0	0	0		0	10	0	1	11641
LANARK	GOVAN	Burgh	10204859	10359806	1477	367	3	18	2	288. Wool - Sorting Processes																			2	0	1	0	0	0	1	0	0	0	0	0	0		0	2	0	0	11642
